Date,Competition,Comp_Code,Matchday,Home,Away,Home_Goals,Away_Goals,Venue,Stage,Group,event_id,Team,Opponent,Buts_Pour,Buts_Contre,Resultat,y_target,target_label,home_elo_pre,away_elo_pre,team_elo_pre,h2h_matches_prior,h2h_home_win_rate_prior,h2h_away_win_rate_prior,h2h_draw_rate_prior,team_form_5,team_form_10,team_attack_5,team_defense_5,team_win_rate_before,team_clean_sheet_rate_before,team_ucl_matches_before,team_ucl_win_rate_before,team_rest_days,team_injuries,xg_for_before,xg_against_before,possession_before,bookmaker_prob,is_home,is_away,is_neutral,opponent_form_5,opponent_form_10,opponent_attack_5,opponent_defense_5,opponent_win_rate_before,opponent_clean_sheet_rate_before,opponent_ucl_win_rate_before,opponent_ucl_matches_before,opponent_rest_days,opponent_elo_pre,opponent_injuries,opponent_xg_for_before,opponent_xg_against_before,opponent_possession_before,opponent_bookmaker_prob,elo_diff,form_diff,xg_diff,attack_diff,defense_diff,injuries_diff,possession_diff,ucl_experience_diff,bookmaker_prob_diff,rest_days_diff,h2h_win_rate_diff,h2h_draw_rate
2026-04-25,Premier League,PL,34,Arsenal FC,Newcastle United FC,1,0,Home,REGULAR_SEASON,,89,Arsenal FC,Newcastle United FC,1,0,W,0,Team win,1642.775088792624,1493.0412441276312,1642.775088792624,1,1.0,0.0,0.0,1.4,2.0,1.0,0.8,0.6888888888888889,0.5111111111111111,12.0,0.8333333333333334,6.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.5,1.0,1.5,0.0,0.0,0.0,1.0,87.0,1493.0412441276312,0.0,0.0,0.0,0.0,0.0,149.73384466499283,0.8999999999999999,0.0,0.0,0.7,-3.0,0.0,11.0,0.0,-81.0,1.0,0.0
2026-04-29,Champions League,CL,1,Club Atlético de Madrid,Arsenal FC,1,1,Away,SEMI_FINALS,,91,Arsenal FC,Club Atlético de Madrid,1,1,D,1,Draw,1490.5123018116894,1649.9015227410293,1649.9015227410293,1,0.0,1.0,0.0,1.4,2.0,0.8,0.8,0.6956521739130435,0.5217391304347826,12.0,0.8333333333333334,4.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,190.0,1490.5123018116894,0.0,0.0,0.0,0.0,0.0,159.3892209293399,1.4,0.0,0.8,3.2,-3.0,0.0,11.0,0.0,-186.0,1.0,0.0
2026-05-02,Premier League,PL,35,Arsenal FC,Fulham FC,3,0,Home,REGULAR_SEASON,,92,Arsenal FC,Fulham FC,3,0,W,0,Team win,1644.7526555304958,1490.1863667262335,1644.7526555304958,1,1.0,0.0,0.0,1.0,1.8,0.8,1.0,0.6808510638297872,0.5106382978723404,13.0,0.7692307692307693,3.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.38333333333333336,0.0,196.0,1490.1863667262335,0.0,0.0,0.0,0.0,0.0,154.56628880426229,1.0,0.0,0.8,0.0,-3.0,0.0,13.0,0.0,-193.0,1.0,0.0
2026-05-05,Champions League,CL,2,Arsenal FC,Club Atlético de Madrid,1,0,Home,SEMI_FINALS,,94,Arsenal FC,Club Atlético de Madrid,1,0,W,0,Team win,1651.7405044743878,1495.661169022223,1651.7405044743878,2,0.5,0.0,0.5,1.6,1.8,1.2,0.6,0.6875,0.5208333333333334,13.0,0.7692307692307693,3.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0.5,0.5,0.5,2.5,0.0,0.0,0.0,2.0,6.0,1495.661169022223,0.0,0.0,0.0,0.0,0.0,156.07933545216474,1.1,0.0,0.7,1.9,-3.0,0.0,11.0,0.0,-3.0,0.5,0.5
2026-05-10,Premier League,PL,36,West Ham United FC,Arsenal FC,0,1,Away,REGULAR_SEASON,,97,Arsenal FC,West Ham United FC,1,0,W,0,Team win,1489.8455699039123,1658.6852900963208,1658.6852900963208,1,0.0,1.0,0.0,2.0,2.0,1.4,0.6,0.6938775510204082,0.5306122448979592,14.0,0.7857142857142857,5.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,2.0,0.0,0.0,0.38333333333333336,0.0,218.0,1489.8455699039123,0.0,0.0,0.0,0.0,0.0,168.83972019240855,2.0,0.0,1.4,1.4,-3.0,0.0,14.0,0.0,-213.0,1.0,0.0
2026-05-18,Premier League,PL,37,Arsenal FC,Burnley FC,1,0,Home,REGULAR_SEASON,,100,Arsenal FC,Burnley FC,1,0,W,0,Team win,1665.2732435160478,1491.121242081713,1665.2732435160478,1,1.0,0.0,0.0,2.6,2.0,1.4,0.2,0.7,0.54,14.0,0.7857142857142857,8.0,3.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.38333333333333336,0.0,198.0,1491.121242081713,0.0,0.0,0.0,0.0,0.0,174.1520014343348,2.6,0.0,1.4,1.8,-3.0,0.0,14.0,0.0,-190.0,1.0,0.0
2026-05-24,Premier League,PL,38,Crystal Palace FC,Arsenal FC,1,2,Away,REGULAR_SEASON,,101,Arsenal FC,Crystal Palace FC,2,1,W,0,Team win,1490.8237740302545,1671.7160500575949,1671.7160500575949,1,0.0,1.0,0.0,2.6,2.0,1.4,0.2,0.7058823529411765,0.5490196078431373,14.0,0.7857142857142857,6.0,3.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.38333333333333336,0.0,210.0,1490.8237740302545,0.0,0.0,0.0,0.0,0.0,180.89227602734036,2.6,0.0,1.4,0.8,-3.0,0.0,14.0,0.0,-204.0,1.0,0.0
2025-12-06,Premier League,PL,15,Aston Villa FC,Arsenal FC,2,1,Away,REGULAR_SEASON,,38,Aston Villa FC,Arsenal FC,2,1,W,0,Team win,1500.0,1627.317890545254,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.2,2.6,2.4,1.0,0.7894736842105263,0.631578947368421,1.0,5.0,3.0,1627.317890545254,3.0,0.0,0.0,0.0,0.0,-127.31789054525393,-1.2000000000000002,0.0,-0.9196078431372547,-0.48039215686274517,3.0,0.0,-5.0,0.0,1.0,0.0,0.0
2025-12-30,Premier League,PL,19,Arsenal FC,Aston Villa FC,4,1,Home,REGULAR_SEASON,,46,Aston Villa FC,Arsenal FC,1,4,L,2,Team loss,1642.7650391977047,1516.2105956749308,1516.2105956749308,1,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,0.38333333333333336,24.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.4,2.3,1.8,0.8,0.7916666666666666,0.5833333333333334,1.0,6.0,3.0,1642.7650391977047,3.0,0.0,0.0,0.0,0.0,-126.55444352277391,0.6000000000000001,0.0,0.19999999999999996,-0.19999999999999996,3.0,0.0,-6.0,0.0,21.0,1.0,0.0
2025-09-17,Champions League,CL,1,Paris Saint-Germain FC,Atalanta BC,4,0,Home,LEAGUE_STAGE,,9,Atalanta BC,Paris Saint-Germain FC,0,4,L,2,Team loss,1545.5753275828272,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0,3.0,2.5,0.75,1.0,0.75,0.38333333333333336,0.0,3.0,1545.5753275828272,15.0,0.0,0.0,0.0,0.0,-45.575327582827185,-2.0,0.0,-1.0196078431372548,-0.7303921568627452,15.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-09-16,Champions League,CL,1,Athletic Club,Arsenal FC,0,2,Away,LEAGUE_STAGE,,8,Athletic Club,Arsenal FC,0,2,L,2,Team loss,1500.0,1522.4003834519158,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.25,2.25,2.25,0.25,0.75,0.75,0.38333333333333336,0.0,3.0,1522.4003834519158,3.0,0.0,0.0,0.0,0.0,-22.400383451915786,-1.25,0.0,-0.7696078431372548,-1.2303921568627452,3.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-12-10,Champions League,CL,6,Athletic Club,Paris Saint-Germain FC,0,0,Away,LEAGUE_STAGE,,40,Athletic Club,Paris Saint-Germain FC,0,0,D,1,Draw,1488.7726115932974,1591.6952851287585,1488.7726115932974,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.4,2.2,3.2,1.2,0.7,0.45,0.8,5.0,4.0,1591.6952851287585,15.0,0.0,0.0,0.0,0.0,-102.92267353546117,-2.4,0.0,-3.2,-0.8,15.0,0.0,-4.0,0.0,81.0,0.0,0.0
2025-10-21,Champions League,CL,3,Bayer 04 Leverkusen,Paris Saint-Germain FC,2,7,Away,LEAGUE_STAGE,,21,Bayer 04 Leverkusen,Paris Saint-Germain FC,2,7,L,2,Team loss,1500.0,1558.618663490479,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.6,2.3,1.6,1.2,0.7,0.5,1.0,2.0,4.0,1558.618663490479,15.0,0.0,0.0,0.0,0.0,-58.61866349047909,-0.6000000000000001,0.0,-0.11960784313725492,-0.2803921568627452,15.0,0.0,-2.0,0.0,0.0,0.0,0.0
2026-03-11,Champions League,CL,1,Bayer 04 Leverkusen,Arsenal FC,1,1,Away,LAST_16,,73,Bayer 04 Leverkusen,Arsenal FC,1,1,D,1,Draw,1490.0056223865465,1668.8154738457438,1490.0056223865465,0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.2,2.3,2.0,1.0,0.7368421052631579,0.5,1.0,8.0,7.0,1668.8154738457438,3.0,0.0,0.0,0.0,0.0,-178.80985145919726,-2.2,0.0,0.0,-6.0,3.0,0.0,-7.0,0.0,134.0,0.0,0.0
2026-03-17,Champions League,CL,2,Arsenal FC,Bayer 04 Leverkusen,2,0,Home,LAST_16,,76,Bayer 04 Leverkusen,Arsenal FC,0,2,L,2,Team loss,1669.6635982999858,1495.688403314762,1495.688403314762,1,0.0,0.0,1.0,0.5,0.5,1.5,4.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.6,2.4,2.0,0.6,0.725,0.5,0.8888888888888888,9.0,3.0,1669.6635982999858,3.0,0.0,0.0,0.0,0.0,-173.97519498522388,-2.1,0.0,-0.5,-3.4,3.0,0.0,-7.0,0.0,3.0,0.0,1.0
2025-12-03,Premier League,PL,14,Arsenal FC,Brentford FC,2,0,Home,REGULAR_SEASON,,37,Brentford FC,Arsenal FC,0,2,L,2,Team loss,1619.283197635434,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.2,2.6,2.6,1.0,0.7777777777777778,0.6111111111111112,1.0,5.0,3.0,1619.283197635434,3.0,0.0,0.0,0.0,0.0,-119.28319763543391,-1.2000000000000002,0.0,-1.119607843137255,-0.48039215686274517,3.0,0.0,-5.0,0.0,1.0,0.0,0.0
2026-02-12,Premier League,PL,26,Brentford FC,Arsenal FC,1,1,Away,REGULAR_SEASON,,62,Brentford FC,Arsenal FC,1,1,D,1,Draw,1491.96530709018,1659.069128903599,1491.96530709018,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.38333333333333336,71.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.4,2.3,3.0,1.2,0.7575757575757576,0.5454545454545454,1.0,8.0,5.0,1659.069128903599,3.0,0.0,0.0,0.0,0.0,-167.10382181341902,-2.4,0.0,-3.0,-0.8,3.0,0.0,-8.0,0.0,66.0,-1.0,0.0
2025-12-27,Premier League,PL,18,Arsenal FC,Brighton & Hove Albion FC,2,1,Home,REGULAR_SEASON,,45,Brighton & Hove Albion FC,Arsenal FC,1,2,L,2,Team loss,1635.2128117331479,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.4,2.3,1.8,0.6,0.782608695652174,0.6086956521739131,1.0,6.0,7.0,1635.2128117331479,3.0,0.0,0.0,0.0,0.0,-135.21281173314787,-1.4,0.0,-0.3196078431372549,-0.8803921568627452,3.0,0.0,-6.0,0.0,-3.0,0.0,0.0
2026-03-04,Premier League,PL,29,Brighton & Hove Albion FC,Arsenal FC,0,1,Away,REGULAR_SEASON,,71,Brighton & Hove Albion FC,Arsenal FC,0,1,L,2,Team loss,1492.4477725354432,1662.2540811990184,1492.4477725354432,1,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.38333333333333336,67.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.2,2.1,2.4,1.0,0.7297297297297297,0.4864864864864865,1.0,8.0,3.0,1662.2540811990184,3.0,0.0,0.0,0.0,0.0,-169.80630866357524,-2.2,0.0,-1.4,-1.0,3.0,0.0,-8.0,0.0,64.0,-1.0,0.0
2025-11-01,Premier League,PL,10,Burnley FC,Arsenal FC,0,2,Away,REGULAR_SEASON,,25,Burnley FC,Arsenal FC,0,2,L,2,Team loss,1500.0,1592.4941004968516,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,3.0,2.5,2.0,0.0,0.8333333333333334,0.75,1.0,3.0,6.0,1592.4941004968516,3.0,0.0,0.0,0.0,0.0,-92.49410049685162,-2.0,0.0,-0.5196078431372548,-1.4803921568627452,3.0,0.0,-3.0,0.0,-2.0,0.0,0.0
2026-05-18,Premier League,PL,37,Arsenal FC,Burnley FC,1,0,Home,REGULAR_SEASON,,100,Burnley FC,Arsenal FC,0,1,L,2,Team loss,1665.2732435160478,1491.121242081713,1491.121242081713,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.38333333333333336,198.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.6,2.0,1.4,0.2,0.7,0.54,0.7857142857142857,14.0,8.0,1665.2732435160478,3.0,0.0,0.0,0.0,0.0,-174.1520014343348,-2.6,0.0,-1.4,-1.8,3.0,0.0,-14.0,0.0,190.0,-1.0,0.0
2025-11-30,Premier League,PL,13,Chelsea FC,Arsenal FC,1,1,Away,REGULAR_SEASON,,36,Chelsea FC,Arsenal FC,1,1,D,1,Draw,1500.0,1623.3738706196225,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.6,2.8,2.8,0.8,0.8235294117647058,0.6470588235294118,1.0,5.0,4.0,1623.3738706196225,3.0,0.0,0.0,0.0,0.0,-123.3738706196225,-1.6,0.0,-1.3196078431372547,-0.6803921568627451,3.0,0.0,-5.0,0.0,0.0,0.0,0.0
2026-03-01,Premier League,PL,28,Arsenal FC,Chelsea FC,2,1,Home,REGULAR_SEASON,,70,Chelsea FC,Arsenal FC,1,2,L,2,Team loss,1655.1662855685354,1504.0906729841886,1504.0906729841886,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.38333333333333336,91.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.2,1.9,2.8,0.8,0.7222222222222222,0.5,1.0,8.0,7.0,1655.1662855685354,3.0,0.0,0.0,0.0,0.0,-151.0756125843468,-1.2000000000000002,0.0,-1.7999999999999998,-0.19999999999999996,3.0,0.0,-8.0,0.0,84.0,0.0,1.0
2026-03-11,Champions League,CL,1,Paris Saint-Germain FC,Chelsea FC,5,2,Home,LAST_16,,74,Chelsea FC,Paris Saint-Germain FC,2,5,L,2,Team loss,1609.238115900339,1497.0028773537056,1497.0028773537056,0,0.0,0.0,0.0,0.5,0.5,1.0,1.5,0.0,0.0,0.0,0.38333333333333336,10.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.0,2.0,2.0,1.4,0.6571428571428571,0.42857142857142855,0.5,10.0,5.0,1609.238115900339,15.0,0.0,0.0,0.0,0.0,-112.23523854663335,-1.5,0.0,-1.0,-0.10000000000000009,15.0,0.0,-10.0,0.0,5.0,0.0,0.0
2026-03-17,Champions League,CL,2,Chelsea FC,Paris Saint-Germain FC,0,3,Away,LAST_16,,77,Chelsea FC,Paris Saint-Germain FC,0,3,L,2,Team loss,1488.749903711941,1617.4910895421035,1488.749903711941,1,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.3333333333333333,2.6666666666666665,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.0,2.0,2.4,1.4,0.6666666666666666,0.4166666666666667,0.5454545454545454,11.0,6.0,1617.4910895421035,15.0,0.0,0.0,0.0,0.0,-128.74118583016252,-1.6666666666666667,0.0,-1.0666666666666667,-1.2666666666666666,15.0,0.0,-10.0,0.0,0.0,-1.0,0.0
2025-10-21,Champions League,CL,3,Arsenal FC,Club Atlético de Madrid,4,0,Home,LEAGUE_STAGE,,20,Club Atlético de Madrid,Arsenal FC,0,4,L,2,Team loss,1573.8301763387956,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.6,2.5,1.6,0.4,0.8,0.7,1.0,2.0,3.0,1573.8301763387956,3.0,0.0,0.0,0.0,0.0,-73.83017633879558,-1.6,0.0,-0.11960784313725492,-1.0803921568627453,3.0,0.0,-2.0,0.0,1.0,0.0,0.0
2026-04-29,Champions League,CL,1,Club Atlético de Madrid,Arsenal FC,1,1,Away,SEMI_FINALS,,91,Club Atlético de Madrid,Arsenal FC,1,1,D,1,Draw,1490.5123018116894,1649.9015227410293,1490.5123018116894,1,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,190.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1.4,2.0,0.8,0.8,0.6956521739130435,0.5217391304347826,0.8333333333333334,12.0,4.0,1649.9015227410293,3.0,0.0,0.0,0.0,0.0,-159.3892209293399,-1.4,0.0,-0.8,-3.2,3.0,0.0,-11.0,0.0,186.0,-1.0,0.0
2026-05-05,Champions League,CL,2,Arsenal FC,Club Atlético de Madrid,1,0,Home,SEMI_FINALS,,94,Club Atlético de Madrid,Arsenal FC,0,1,L,2,Team loss,1651.7405044743878,1495.661169022223,1495.661169022223,2,0.5,0.0,0.5,0.5,0.5,0.5,2.5,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.6,1.8,1.2,0.6,0.6875,0.5208333333333334,0.7692307692307693,13.0,3.0,1651.7405044743878,3.0,0.0,0.0,0.0,0.0,-156.07933545216474,-1.1,0.0,-0.7,-1.9,3.0,0.0,-11.0,0.0,3.0,-0.5,0.5
2025-12-10,Champions League,CL,6,Club Brugge KV,Arsenal FC,0,3,Away,LEAGUE_STAGE,,41,Club Brugge KV,Arsenal FC,0,3,L,2,Team loss,1500.0,1611.1072948703231,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.0,2.3,2.2,1.0,0.75,0.6,1.0,5.0,4.0,1611.1072948703231,3.0,0.0,0.0,0.0,0.0,-111.10729487032313,-1.0,0.0,-0.719607843137255,-0.48039215686274517,3.0,0.0,-5.0,0.0,0.0,0.0,0.0
2025-10-26,Premier League,PL,9,Arsenal FC,Crystal Palace FC,1,0,Home,REGULAR_SEASON,,23,Crystal Palace FC,Arsenal FC,0,1,L,2,Team loss,1583.3178745271061,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3.0,2.5,2.2,0.2,0.8181818181818182,0.7272727272727273,1.0,3.0,5.0,1583.3178745271061,3.0,0.0,0.0,0.0,0.0,-83.31787452710614,-2.0,0.0,-0.719607843137255,-1.2803921568627452,3.0,0.0,-3.0,0.0,-1.0,0.0,0.0
2026-05-24,Premier League,PL,38,Crystal Palace FC,Arsenal FC,1,2,Away,REGULAR_SEASON,,101,Crystal Palace FC,Arsenal FC,1,2,L,2,Team loss,1490.8237740302545,1671.7160500575949,1490.8237740302545,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38333333333333336,210.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.6,2.0,1.4,0.2,0.7058823529411765,0.5490196078431373,0.7857142857142857,14.0,6.0,1671.7160500575949,3.0,0.0,0.0,0.0,0.0,-180.89227602734036,-2.6,0.0,-1.4,-0.8,3.0,0.0,-14.0,0.0,204.0,-1.0,0.0
2025-12-20,Premier League,PL,17,Everton FC,Arsenal FC,0,1,Away,REGULAR_SEASON,,44,Everton FC,Arsenal FC,0,1,L,2,Team loss,1500.0,1627.4267025705567,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.0,2.3,1.8,0.8,0.7727272727272727,0.5909090909090909,1.0,6.0,7.0,1627.4267025705567,3.0,0.0,0.0,0.0,0.0,-127.4267025705567,-1.0,0.0,-0.3196078431372549,-0.6803921568627451,3.0,0.0,-6.0,0.0,-3.0,0.0,0.0
2026-03-14,Premier League,PL,30,Arsenal FC,Everton FC,2,0,Home,REGULAR_SEASON,,75,Everton FC,Arsenal FC,0,2,L,2,Team loss,1663.1326929175284,1492.2138908374088,1492.2138908374088,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38333333333333336,84.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.2,2.1,2.0,1.0,0.717948717948718,0.48717948717948717,0.8888888888888888,9.0,3.0,1663.1326929175284,3.0,0.0,0.0,0.0,0.0,-170.91880208011958,-2.2,0.0,-2.0,0.0,3.0,0.0,-9.0,0.0,81.0,-1.0,0.0
2025-10-01,Champions League,CL,2,FC Barcelona,Paris Saint-Germain FC,1,2,Away,LEAGUE_STAGE,,15,FC Barcelona,Paris Saint-Germain FC,1,2,L,2,Team loss,1500.0,1552.645498528168,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.4,2.5714285714285716,2.8,0.8,0.8571428571428571,0.7142857142857143,1.0,1.0,4.0,1552.645498528168,15.0,0.0,0.0,0.0,0.0,-52.64549852816799,-1.4,0.0,-1.3196078431372547,-0.6803921568627451,15.0,0.0,-1.0,0.0,0.0,0.0,0.0
2025-11-04,Champions League,CL,4,Paris Saint-Germain FC,FC Bayern München,1,2,Home,LEAGUE_STAGE,,27,FC Bayern München,Paris Saint-Germain FC,2,1,W,0,Team win,1585.0437415456365,1500.0,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.2,2.1,3.0,1.2,0.7142857142857143,0.5,1.0,3.0,3.0,1585.0437415456365,15.0,0.0,0.0,0.0,0.0,-85.04374154563652,-1.2000000000000002,0.0,-1.5196078431372548,-0.2803921568627452,15.0,0.0,-3.0,0.0,1.0,0.0,0.0
2025-11-26,Champions League,CL,5,Arsenal FC,FC Bayern München,3,1,Home,LEAGUE_STAGE,,33,FC Bayern München,Arsenal FC,1,3,L,2,Team loss,1614.7306767984599,1514.8800164176569,1514.8800164176569,0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.6,2.8,2.4,0.6,0.8125,0.6875,1.0,4.0,3.0,1614.7306767984599,3.0,0.0,0.0,0.0,0.0,-99.85066038080299,0.3999999999999999,0.0,-0.3999999999999999,-0.4,3.0,0.0,-3.0,0.0,19.0,0.0,0.0
2026-04-28,Champions League,CL,1,Paris Saint-Germain FC,FC Bayern München,5,4,Home,SEMI_FINALS,,90,FC Bayern München,Paris Saint-Germain FC,4,5,L,2,Team loss,1652.2173409184368,1506.2368225964942,1506.2368225964942,1,0.0,1.0,0.0,1.5,1.5,1.5,2.0,0.5,0.0,2.0,0.5,153.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2.4,2.4,2.2,0.4,0.7045454545454546,0.4772727272727273,0.6428571428571429,14.0,3.0,1652.2173409184368,15.0,0.0,0.0,0.0,0.0,-145.98051832194255,-0.8999999999999999,0.0,-0.7000000000000002,-1.6,15.0,0.0,-12.0,0.0,150.0,1.0,0.0
2026-05-06,Champions League,CL,2,FC Bayern München,Paris Saint-Germain FC,1,1,Away,SEMI_FINALS,,95,FC Bayern München,Paris Saint-Germain FC,1,1,D,1,Draw,1499.0016628581288,1654.3770048477625,1499.0016628581288,2,0.5,0.5,0.0,1.0,1.0,2.3333333333333335,3.0,0.3333333333333333,0.0,3.0,0.3333333333333333,8.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.0,2.5,2.8,1.6,0.6956521739130435,0.45652173913043476,0.6666666666666666,15.0,4.0,1654.3770048477625,15.0,0.0,0.0,0.0,0.0,-155.37534198963363,-1.0,0.0,-0.46666666666666634,-1.4,15.0,0.0,-12.0,0.0,4.0,0.0,0.0
2026-01-20,Champions League,CL,7,FC Internazionale Milano,Arsenal FC,1,3,Away,LEAGUE_STAGE,,52,FC Internazionale Milano,Arsenal FC,1,3,L,2,Team loss,1500.0,1647.6532497441642,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.2,2.3,1.8,0.8,0.75,0.5714285714285714,1.0,6.0,3.0,1647.6532497441642,3.0,0.0,0.0,0.0,0.0,-147.6532497441642,-1.2000000000000002,0.0,-0.3196078431372549,-0.6803921568627451,3.0,0.0,-6.0,0.0,1.0,0.0,0.0
2025-10-29,Ligue 1,FL1,10,FC Lorient,Paris Saint-Germain FC,1,1,Away,REGULAR_SEASON,,24,FC Lorient,Paris Saint-Germain FC,1,1,D,1,Draw,1500.0,1578.2735650359577,1500.0,0,0.0,0.0,0.0,1.0,1.0,1.4803921568627452,1.4803921568627452,0.4117647058823529,0.28431372549019607,0.0,0.38333333333333336,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0,2.2,2.3,3.2,1.4,0.75,0.5,1.0,3.0,4.0,1578.2735650359577,15.0,0.0,0.0,0.0,0.0,-78.27356503595774,-1.2000000000000002,0.0,-1.719607843137255,-0.08039215686274526,15.0,0.0,-3.0,0.0,0.0,0.0,0.0
